title,article_id,ai4epi_fulltext_decision
Pediatric Kaposi sarcoma in context of the HIV epidemic in sub-Saharan Africa: current perspectives,PMID_29722363,EXCLUDE
Development of an inhibitor of the mutagenic SOS response that suppresses the evolution of quinolone antibiotic resistance,PMID_38939155,EXCLUDE
The MC4 receptor and control of appetite,PMID_17043670,EXCLUDE
Perceiving university students' opinions from Google app reviews,DOI_5b8204ce28dd,EXCLUDE
Short-chain free fatty acid receptors FFA2/GPR43 and FFA3/GPR41 as new potential therapeutic targets,PMID_23060857,EXCLUDE
Analytical Models for Multipath and Switch Leakage for the SWOT Interferometer,PMID_35271079,EXCLUDE
A literature review of the use of environmental sampling in the surveillance of avian influenza viruses,PMID_32652790,EXCLUDE
Fibroblast growth factor receptor signaling in hereditary and neoplastic disease: biologic and clinical implications,PMID_26224133,EXCLUDE
Plant Microbiome: An Ocean of Possibilities for Improving Disease Resistance in Plants,PMID_36838356,EXCLUDE
Recent Advances in the Development of Immunoproteasome Inhibitors as Anti-Cancer Agents: The Past 5 Years,PMID_39942858,EXCLUDE
On determining the most appropriate test cut-off value: the case of tests with continuous results,PMID_27812299,EXCLUDE
"Enterically Transmitted Non-A, Non-B Hepatitis and the Discovery of Hepatitis E Virus",PMID_29735576,EXCLUDE
"Disruption of the <i>ARF</i> transcriptional activator <i>DMP1</i> facilitates cell immortalization, Ras transformation, and tumorigenesis",PMID_10898794,EXCLUDE
Radiofrequency antenna concepts for human cardiac MR at 14.0 T,PMID_36920549,EXCLUDE
Investigating Older Adults' Use of a Socially Assistive Robot via Time Series Clustering and User Profiling: Descriptive Analysis Study,PMID_39298762,EXCLUDE
Characterization and Evaluation of a Commercial WLAN System for Human Provocation Studies,PMID_26180791,EXCLUDE
Fungal Endophytes and Their Role in Agricultural Plant Protection against Pests and Pathogens,PMID_35161365,EXCLUDE
Plasmopara viticola the Causal Agent of Downy Mildew of Grapevine: From Its Taxonomy to Disease Management,PMID_35633680,EXCLUDE
"Molecular Cloning, Genomic Organization, Developmental Regulation, and a Knock-out Mutant of a Novel Leu-rich Repeats-containing G Protein-coupled Receptor (DLGR-2) from <i>Drosophila melanogaster</i>",PMID_10899142,EXCLUDE
New perspectives of biomarkers for the management of chronic hepatitis B,PMID_28081591,EXCLUDE
A Specific Inhibitor of PfCDPK4 Blocks Malaria Transmission: Chemical-genetic Validation,PMID_24123773,EXCLUDE
3D-QSAR Topomer CoMFA Studies on 10 N-Substituted Acridone Derivatives,DOI_84058c074e30,EXCLUDE
"Structures, Targets and Recent Approaches in Anti-Leishmanial Drug Discovery and Development",PMID_21629509,EXCLUDE
"Structured surveillance of infantile gastroenteritis in East Anglia, UK: incidence of infection with common viral gastroenteric pathogens",PMID_17313697,EXCLUDE
Chemical screening by time-resolved X-ray scattering to discover allosteric probes,PMID_38671223,EXCLUDE
Regulation of CD1d expression and function by a herpesvirus infection,PMID_15864354,EXCLUDE
"Discovery of SHR5133, a Highly Potent and Novel HBV Capsid Assembly Modulator",PMID_35300087,EXCLUDE
Focus on HPV Infection and the Molecular Mechanisms of Oral Carcinogenesis,PMID_33810374,EXCLUDE
Bacteriophages and Their Immunological Applications against Infectious Threats,PMID_28484722,EXCLUDE
"Attitudes of Patients, Visitors and Healthcare Workers at a Tertiary Hospital Towards Influenza A (H1N1) Response Measures",PMID_20473456,EXCLUDE
Modelling Japanese encephalitis virus transmission dynamics and human exposure in a Cambodian rural multi-host system,PMID_35816555,EXCLUDE
Energy Bilocalization Effect and the Emergence of Molecular Functions in Proteins,PMID_35004841,EXCLUDE
Personal Protective Equipment and Antiviral Drug Use during Hospitalization for Suspected Avian or Pandemic Influenza<sup>1</sup>,PMID_18258004,EXCLUDE
Evaluation of Zhoushan Maritime Search and Rescue Capability Based on Fuzzy Comprehensive Evaluation,DOI_c464e5787ee3,EXCLUDE
Wall stress and patterns of hypertrophy in the human left ventricle.,PMID_124746,EXCLUDE
A high-throughput chemically induced inflammation assay in zebrafish,PMID_21176202,EXCLUDE
SlMAPK3 enhances tolerance to tomato yellow leaf curl virus (TYLCV) by regulating salicylic acid and jasmonic acid signaling in tomato (Solanum lycopersicum),PMID_28222174,EXCLUDE
Experimental and Computational Evaluation of Nicotinamide Cofactor Biomimetics,PMID_40490396,EXCLUDE
Synthesis and antimicrobial activity of triazolyl analogs of diosgenin,DOI_bfb63468ccfb,EXCLUDE
Vegetation Formation in Staphylococcus Aureus Endocarditis Inversely Correlates With RNAIII and sarA Expression in Invasive Clonal Complex 5 Isolates,PMID_35860377,EXCLUDE
The final step in the phage infection cycle: the Rz and Rz1 lysis proteins link the inner and outer membranes,PMID_18713319,EXCLUDE
Structure-activity relationship data and ligand-receptor interactions identify novel agonists consistent with sulfakinin tissue-specific signaling in Drosophila melanogaster heart,PMID_35638417,EXCLUDE
Principal Component Analysis-Based Dense Target Discrimination Method for Satellite Synthetic Aperture Radar Images,DOI_b0cb48af37f5,EXCLUDE
Robust Cellular Communications for Unmanned Aerial Vehicles in Maritime Search and Rescue,DOI_8737567c5332,EXCLUDE
Prediction of High Incidence of Dengue in the Philippines,PMID_24722434,EXCLUDE
Resilience in the Face of Disaster: Prevalence and Longitudinal Course of Mental Disorders following Hurricane Ike,PMID_22761716,EXCLUDE
"Babesia spp. and Anaplasma phagocytophilum in questing ticks, ticks parasitizing rodents and the parasitized rodents – Analyzing the host-pathogen-vector interface in a metropolitan area",PMID_22950642,EXCLUDE
MicroRNA-214 protects the mouse heart from ischemic injury by controlling Ca2+ overload and cell death,PMID_22426211,EXCLUDE
Correction: Trichoderma-Plant Root Colonization: Escaping Early Plant Defense Responses and Activation of the Antioxidant Machinery for Saline Stress Tolerance,DOI_35ea947b05a1,EXCLUDE
"NCBI Taxonomy: a comprehensive update on curation, resources and tools",PMID_32761142,EXCLUDE
Origin and evolution of lysyl oxidases,PMID_26024311,EXCLUDE
Quasispecies Dynamics of RNA Viruses,DOI_a3dbb4485296,EXCLUDE
Segmented Faulting Process of Chelungpu Thrust: Implication of SAR Interferograms,DOI_61ce548caf02,EXCLUDE
HIV-1 Antiretroviral Drug Resistance Mutations in Treatment Naïve and Experienced Panamanian Subjects: Impact on National Use of EFV-Based Schemes,PMID_27119150,EXCLUDE
Leadership solves collective action problems in small-scale societies,PMID_26503683,EXCLUDE
Investigating the interrelationship between stochastic aircraft routing of airlines and maintenance staffing of maintenance providers,DOI_3f70862ed713,EXCLUDE
Evaluation of optimal trophoblastic models to mimic uterine vessel remodeling in human pregnancy,PMID_40358012,EXCLUDE
A systematic review of depression and anxiety in medical students in China,PMID_31477124,EXCLUDE
Viral Acute Respiratory Infections in Central African Republic Children: Epidemiological and Clinical Aspects,DOI_cf96c6e6edf9,EXCLUDE
KRasG12C inhibitors in clinical trials: a short historical perspective,PMID_33479673,EXCLUDE
Global Stability of a SVEIR Epidemic Model: Application to Poliomyelitis Transmission Dynamics,DOI_f5c16ba6c9fe,EXCLUDE
RoBANS 2: A Revised Risk of Bias Assessment Tool for Nonrandomized Studies of Interventions,PMID_37423253,EXCLUDE
Corticosteroids for severe influenza pneumonia: A critical appraisal,PMID_26855898,EXCLUDE
Clinical and Virological Factors Associated with Viremia in Pandemic Influenza A/H1N1/2009 Virus Infection,PMID_21980333,EXCLUDE
"Marked, Homogeneous, and Early [<sup>18</sup>F]Fluorodeoxyglucose–Positron Emission Tomography Responses to Vemurafenib in <i>BRAF</i>-Mutant Advanced Melanoma",PMID_22454415,EXCLUDE
Reduction in Clostridium difficile Infection Rates after Mandatory Hospital Public Reporting: Findings from a Longitudinal Cohort Study in Canada,PMID_22815656,EXCLUDE
Enhancing systemic resistance in faba bean (Vicia faba L.) to Bean yellow mosaic virus via soil application and foliar spray of nitrogen-fixing Rhizobium leguminosarum bv. viciae strain 33504-Alex1,PMID_35982695,EXCLUDE
Managing public health crises: the role of models in pandemic preparedness,PMID_19496845,EXCLUDE
Oxidative potential of ambient water-soluble PM <sub>2.5</sub> in the southeastern United States: contrasts in sources and health associations between ascorbic acid (AA) and dithiothreitol (DTT) assays,DOI_112ff676475a,EXCLUDE
WRKY1 confers resistance to powdery mildew by accelerating SAR and preventing over-immunity in apple,DOI_dfbc139d474d,EXCLUDE
Context-aware SAR image ship detection and recognition network,PMID_38298467,EXCLUDE
"Safety of retained microcatheters: an evaluation of radiofrequency heating in endovascular microcatheters with nitinol, tungsten, and polyetheretherketone braiding at 1.5 T and 3 T",PMID_23685793,EXCLUDE
High resolution wide swath revisit synthetic aperture radar imaging mode and algorithm,DOI_a83fbb3fdd2c,EXCLUDE
Body effect on SAR in the human eye close to metallic spectacles for plane-microwave exposure,DOI_fa4992996c89,EXCLUDE
Airflow Dynamics of Coughing in Healthy Human Volunteers by Shadowgraph Imaging: An Aid to Aerosol Infection Control,PMID_22536332,EXCLUDE
High-throughput phenotypic screen identifies a new family of potent anti-amoebic compounds,PMID_37159460,EXCLUDE
Metal Hyperaccumulation Armors Plants against Disease,PMID_20838462,EXCLUDE
Antiviral effect of compounds derived from the seeds of Mammea americana and Tabernaemontana cymosa on Dengue and Chikungunya virus infections,DOI_416c6087cc4e,EXCLUDE
Stochastic Epidemic Models in Structured Populations Featuring Dynamic Vaccination and Isolation,DOI_7fc0c5d5e133,EXCLUDE
p53-independent functions of the p19<sup>ARF</sup> tumor suppressor,PMID_10995391,EXCLUDE
A Meta-Analysis Reveals the Commonalities and Differences in Arabidopsis thaliana Response to Different Viral Pathogens,PMID_22808182,EXCLUDE
"Reconstruction and analysis of the transmission network of African swine fever in People’s Republic of China, August 2018–September 2019",DOI_68b0b181e911,EXCLUDE
"Hill numbers at the edge of a pandemic: rapid SARS-COV2 surveillance using clinical, pooled, or wastewater sequence as a sensor for population change",DOI_ac528bd10ab1,EXCLUDE
Infant Pertussis and Household Transmission in Korea,PMID_23255856,EXCLUDE
Photometric and interferometric observations of recent SAR arc events.,DOI_b47d6123ba4d,EXCLUDE
How does the multifaceted plant hormone salicylic acid combat disease in plants and are similar mechanisms utilized in humans?,PMID_28335774,EXCLUDE
Serological and cellular response to mRNA-SARS-CoV2 vaccine in patients with hematological lymphoid malignancies: Results of the study “Cervax”,PMID_36923438,EXCLUDE
SARS-CoV2 mRNA-vaccination-induced Immunological Memory in Human Non-Lymphoid and Lymphoid Tissues,DOI_d963b8e9a8f2,EXCLUDE
Atmospheric artifacts correction for InSAR using empirical model and numerical weather prediction models,DOI_0f32db940242,EXCLUDE
Long term health and neurodevelopment in children exposed to antiepileptic drugs before birth,PMID_11950853,EXCLUDE
Composite-material printed antenna for a multi-standard wireless application,DOI_df072b4f7362,EXCLUDE
LiDAR-Based Obstacle Detection and Avoidance for Navigation and Control of an Unmanned Ground Robot Using Model Predictive Control,DOI_f682ffbb815d,EXCLUDE
Spiral Antenna with Hilbert Antenna for Body Worn Application,DOI_e382ed54cd12,EXCLUDE
Analysis and Numerical Simulations of a Stochastic SEIQR Epidemic System with Quarantine-Adjusted Incidence and Imperfect Vaccination,PMID_29675054,EXCLUDE
2019-nCoV: A Possible Progenitor for SARS-CoV with Bat Origin?,DOI_980d4bdaca4d,EXCLUDE
Efficient Encryption Technique for H.264/AVC Videos Based on CABAC and Logistic Map,DOI_21705be7dc87,EXCLUDE
Spatiotemporal Patterns and Diffusion of the 1918 Influenza Pandemic in British India,PMID_30252017,EXCLUDE
Plague in the 21st Century: Global Public Health Challenges and Goals,DOI_d34ed1c931fd,EXCLUDE
"Modeling present and future climate risk of dengue outbreak, a case study in New Caledonia",PMID_35057822,EXCLUDE
Design and Evaluation of Wearable Multimodal RF Sensing System for Vascular Dementia Detection,PMID_37267143,EXCLUDE
"Effect of immunostimulation with bacterial lysate on the clinical course of allergic rhinitis and the level of γδT, iNKT and cytotoxic T cells in children sensitized to grass pollen allergens: A randomized controlled trial",PMID_36733480,EXCLUDE
Drug-resistance in<i>Mycobacterium tuberculosis</i>: where we stand,PMID_31534654,EXCLUDE
Exposure to Mobile Phone-Emitted Electromagnetic Fields and Human Attention: No Evidence of a Causal Relationship,PMID_29527523,EXCLUDE
The Streamlined Genome of Phytomonas spp. Relative to Human Pathogenic Kinetoplastids Reveals a Parasite Tailored for Plants,PMID_24516393,EXCLUDE
Zoonotic Diseases and Phytochemical Medicines for Microbial Infections in Veterinary Science: Current State and Future Perspective,PMID_30140679,EXCLUDE
The persistent homology of mitochondrial ATP synthases,DOI_dfea34111e7a,EXCLUDE
"Avian Influenza and Ban on Overnight Poultry Storage in Live Poultry Markets, Hong Kong",PMID_22840782,EXCLUDE
A comprehensive review of natural compounds and their structure–activity relationship in Parkinson’s disease: exploring potential mechanisms,PMID_39392484,EXCLUDE
"Networks of face-to-face social contacts in Niakhar, Senegal",PMID_31386686,EXCLUDE
Functional Genomic Analysis of C. elegans Molting,PMID_16122351,EXCLUDE
Machine learning-guided directed evolution for the development of small-molecule antibiotics originating from antimicrobial peptides,DOI_078e00a5a60d,EXCLUDE
"Targeting Energy Metabolism in <i>Mycobacterium tuberculosis</i> , a New Paradigm in Antimycobacterial Drug Discovery",DOI_f76bacbf7e65,EXCLUDE
International foodborne outbreak of<i>Shigella sonnei</i>infection in airline passengers,PMID_18177516,EXCLUDE
Variational Bayes inference for simultaneous autoregressive models with missing data,DOI_6b9469f70675,EXCLUDE
Origin and Evolution of TRIM Proteins: New Insights from the Complete TRIM Repertoire of Zebrafish and Pufferfish,PMID_21789205,EXCLUDE
"“Epidemiology and aetiology of influenza-like illness among households in metropolitan Vientiane, Lao PDR”: A prospective, community-based cohort study",PMID_30951544,EXCLUDE
Characterization of nsp1 Binding to the Viral RNA Leader Sequence of Severe Acute Respiratory Syndrome Coronavirus,PMID_38718213,EXCLUDE
Preparedness for ebolavirus disease outbreak in Japan: Necessity of Biosafety level-4 facility,PMID_26923962,EXCLUDE
EVALUATION OF SPECIFIC ABSORPTION RATE OF ELECTROMAGNETIC RADIATION ON HUMAN BRAIN - MICROSTRIP PATCH ANTENNA,DOI_af6bac1e5dff,EXCLUDE
DOI_472bbb5e675b,DOI_472bbb5e675b,EXCLUDE
"Hygiene Behaviors Associated with Influenza-Like Illness among Adults in Beijing, China: A Large, Population-Based Survey",PMID_26840614,EXCLUDE
Extreme genome diversity in the hyper-prevalent parasitic eukaryote Blastocystis,PMID_28892507,EXCLUDE
Immune Receptors and Co-receptors in Antiviral Innate Immunity in Plants,PMID_28105028,EXCLUDE
Nonribosomal antibacterial peptides that target multidrug-resistant bacteria,PMID_30324212,EXCLUDE
A novel bacterial thiosulfate oxidation pathway provides a new clue about the formation of zero-valent sulfur in deep sea,PMID_32457501,EXCLUDE
Transient binding of an activator BH3 domain to the Bak BH3-binding groove initiates Bak oligomerization,PMID_21727192,EXCLUDE
Lessons learnt from implementation of the International Health Regulations: a systematic review,PMID_29403114,EXCLUDE
Triaging Patients Undergoing Endoscopy During COVID-19 Pandemic,PMID_40477081,EXCLUDE
Short Message Service (SMS) Applications for Disease Prevention in Developing Countries,PMID_22262730,EXCLUDE
Ageing society and the challenge for social robotics: A systematic review of Socially Assistive Robotics for MCI patients,PMID_38033146,EXCLUDE
Antibacterial Drug Discovery Targeting the Lipopolysaccharide Biosynthetic Enzyme LpxC,PMID_27235477,EXCLUDE
Protecting Europe from Diseases: From the International Sanitary Conferences to the ECDC,PMID_22899842,EXCLUDE
Dectin-1 and DC-SIGN Polymorphisms Associated with Invasive Pulmonary Aspergillosis Infection,PMID_22384201,EXCLUDE
Developing AI literacies and negotiating professional identities: a study of pre-service English teachers in a ChatGPT-facilitated pedagogy,DOI_4c626d1d3aaf,EXCLUDE
Mometasone furoate nasal spray in Italian children with seasonal allergic rhinitis: a comprehensive assessment,PMID_36086965,EXCLUDE
Self-enforcing regional vaccination agreements,PMID_26790996,EXCLUDE
High prevalence of false positive SARS-CoV2 serology in a cohort of patients with liver autoimmune diseases,DOI_979cf6b654dc,EXCLUDE
"Basin-wide variations in foliar properties of Amazonian forest: phylogeny, soils and climate",DOI_194a2a7281eb,EXCLUDE
To die or not to die? Lessons from lesion mimic mutants,PMID_25688254,EXCLUDE
The value of organ and tissue biovigilance: a cross-sectional analysis,PMID_38993767,EXCLUDE
Structure-activity relationships and pathway analysis of biological degradation processes,DOI_17c021d7d580,EXCLUDE
The androgen receptor A mediator of diverse responses,PMID_9159212,EXCLUDE
Tailoring plant-associated microbial inoculants in agriculture: a roadmap for successful application,PMID_32157287,EXCLUDE
Evolutionary perspective on mammalian inorganic polyphosphate (polyP) biology,PMID_37844192,EXCLUDE
Self-Reported Use of Personal Protective Equipment among Chinese Critical Care Clinicians during 2009 H1N1 Influenza Pandemic,PMID_22957101,EXCLUDE
"Design, Synthesis and Structure-Activity Relationship of Novel Aphicidal Mezzettiaside-Type Oligorhamnosides and Their Analogues",PMID_29278356,EXCLUDE
Different reactivity of phosphorylallenes under the action of Brønsted or Lewis acids: a crucial role of involvement of the P=O group in intra- or intermolecular interactions at the formation of cationic intermediates,PMID_31354867,EXCLUDE
The Plant Cuticle: An Ancient Guardian Barrier Set Against Long-Standing Rivals,PMID_34249035,EXCLUDE
In Retrospect: Root-Cause Analysis of Structure–Activity Relationships in IRAK4 Inhibitor Zimlovisertib (PF-06650833),PMID_38628800,EXCLUDE
Prototype of Dual DDS FMCW Transmitter for L-Band Synthetic Aperture Radar,DOI_7c8b0695d77b,EXCLUDE
Tuberculosis Drug Development: History and Evolution of the Mechanism-Based Paradigm : Figure 1.,PMID_25877396,EXCLUDE
Natural selection exerted by historical coronavirus epidemic(s): comparative genetic analysis in China Kadoorie Biobank and UK Biobank,DOI_f18b2c8c8ef1,EXCLUDE
Examining changes in woody vegetation cover in a human-modified temperate savanna in Central Texas between 1996 and 2022 using remote sensing,DOI_87abc0ca818e,EXCLUDE
Free floating aorto-iliac thrombosis: A rare complication of COVID-19 pneumonia,PMID_36415471,EXCLUDE
Plant-Derived Leading Compounds for Chemotherapy of Human Immunodefiency Virus (HIV) Infection – An Update (1998 – 2007),PMID_18671200,EXCLUDE
"PtrWRKY73, a salicylic acid-inducible poplar WRKY transcription factor, is involved in disease resistance in Arabidopsis thaliana",PMID_25627252,EXCLUDE
DNA Damage Signalling and Repair Inhibitors: The Long-Sought-After Achilles’ Heel of Cancer,PMID_26610585,EXCLUDE
SarS and Rot are necessary for the repression of <i>lukED</i> and <i>lukSF-PV</i> in <i>Staphylococcus aureus</i>,PMID_37800956,EXCLUDE
Dipole antenna design as hyperthermia applicator using CST microwave studio,DOI_a49f0f914546,EXCLUDE
Determination of class G antibodies to SARS-CoV2 after application of ‘GamCOVID-Vac’ or ‘Sputnik V’ vaccine of National Research Centre for Epidemiology and Microbiology n.a. honorary academician N.F. Gamaleya,DOI_00a8a461e216,EXCLUDE
Perspectives on Fatigue from the Study of Chronic Fatigue Syndrome and Related Conditions,PMID_20656623,EXCLUDE
Prevalence in Britain of abnormal prion protein in human appendices before and after exposure to the cattle BSE epizootic,PMID_32232565,EXCLUDE
"Global health security and universal health coverage: from a marriage of convenience to a strategic, effective partnership",PMID_30713747,EXCLUDE
"Hospital admissions as a function of temperature, other weather phenomena and pollution levels in an urban setting in China",PMID_23940405,EXCLUDE
7T MR Thermometry technique for validation of system‐predicted SAR with a home‐built radiofrequency wrist coil,PMID_33294999,EXCLUDE
Root exudates drive the soil-borne legacy of aboveground pathogen infection,PMID_30208962,EXCLUDE
Deriving a Frozen Area Fraction From Metop ASCAT Backscatter Based on Sentinel-1,DOI_64e056e6f04c,EXCLUDE
Maternal vaccination: moving the science forward,PMID_25015234,EXCLUDE
Expansion and Function of Repeat Domain Proteins During Stress and Development in Plants,DOI_647895efedf0,EXCLUDE
Effect of awareness programs and travel-blocking operations in the control of HIV/AIDS outbreaks: a multi-domains SIR model,DOI_5ee20db6461f,EXCLUDE
The “sweet” side of a long pentraxin: how glycosylation affects PTX3 functions in innate immunity and inflammation,PMID_23316195,EXCLUDE
Transcriptome analysis of symptomatic and recovered leaves of geminivirus-infected pepper (Capsicum annuum),PMID_23185982,EXCLUDE
School Closure to Reduce Influenza Transmission,PMID_19116082,EXCLUDE
Structure–Activity Relationship of Truncated 4′-Selenonucleosides: A<sub>3</sub> Adenosine Receptor Activity and Binding Selectivity,PMID_39420956,EXCLUDE
In silico prediction models for thyroid peroxidase inhibitors and their application to synthetic flavors,PMID_35464247,EXCLUDE
Therapeutic efficacy of a respiratory syncytial virus fusion inhibitor,PMID_28761099,EXCLUDE
"Low Levels of Knowledge, Attitudes and Preventive Practices on Leptospirosis among a Rural Community in Hulu Langat District, Selangor, Malaysia",PMID_29642390,EXCLUDE
Real-time parameter estimation of Zika outbreaks using model averaging,PMID_28566102,EXCLUDE
The R Protein of SARS-CoV: Analyses of Structure and Function Based on Four Complete Genome Sequences of Isolates BJ01-BJ04,PMID_15626345,INCLUDE
Miniaturized Ultra Wide Band Microstrip Antenna with Defect Ground Structure for Brain Tumor Detection,DOI_be70073aeb0b,EXCLUDE
Public Health Surveillance,DOI_8f9e562a647b,EXCLUDE
Spatial analysis and characteristics of pig farming in Thailand,PMID_27716322,EXCLUDE
Trends in mathematical modeling of host–pathogen interactions,PMID_31776589,EXCLUDE
Supershear source model of the 2025 M7.8 Myanmar earthquake and paleoseismology of the Sagaing Fault: regions of significant overlap with past earthquakes,DOI_1bff01c27c2a,EXCLUDE
International travel between global urban centres vulnerable to yellow fever transmission,PMID_29875519,EXCLUDE
CD38 Antibodies in Multiple Myeloma: Mechanisms of Action and Modes of Resistance,PMID_30294326,EXCLUDE
Chemosensitization as a Means to Augment Commercial Antifungal Agents,PMID_22393330,EXCLUDE
"A randomised clinical trial to evaluate the safety, fit, comfort of a novel N95 mask in children",PMID_31831801,EXCLUDE
The aid-corruption paradox in development: An examination of provinces in Indonesia,DOI_e81ac754c15d,EXCLUDE
Mutant p53–associated myosin-X upregulation promotes breast cancer invasion and metastasis,PMID_24487586,EXCLUDE
A Review of Tourism Research in the Polar Regions,DOI_d8c973880c80,EXCLUDE
"Effect of cancer/testis antigen NY-SAR-35 on the proliferation, migration and invasion of cancer cells",PMID_28356959,EXCLUDE
Molecular phylogeny and missense mutations of envelope proteins across coronaviruses,DOI_1315ab4491b5,EXCLUDE
‘One Health’ infectious diseases surveillance in Tanzania: Are we all on board the same flight?,PMID_23327385,EXCLUDE
Role of glioblastoma stem cells in cancer therapeutic resistance: a perspective on antineoplastic agents from natural sources and chemical derivatives,PMID_33762015,EXCLUDE
Comparison of alternative models of human movement and the spread of disease,DOI_2eb1b2f16bf4,EXCLUDE
Identification of isothiazolones analogues as potent bactericidal agents against antibiotic resistant CRE and MRSA strains,PMID_38104171,EXCLUDE
Estimating time to onset of swine influenza symptoms after initial novel A(H1N1v) viral infection,PMID_21087539,EXCLUDE
HRSID: A High-Resolution SAR Images Dataset for Ship Detection and Instance Segmentation,DOI_55ca021369f8,EXCLUDE
Windowing Accuracy Evaluation for PSLR Enhancement of SAR Image Recovery,DOI_c1a5dcba998e,EXCLUDE
Structure–Activity Relationship Studies of Aryl Sulfoxides as Reversible Monoacylglycerol Lipase Inhibitors,PMID_38988250,EXCLUDE
Taxonomy of Brucella,DOI_6dd7f8638c8c,EXCLUDE
"Skin infection, housing and social circumstances in children living in remote Indigenous communities: testing conceptual and methodological approaches",DOI_8fe653d86382,EXCLUDE
A Structure-Guided Molecular Chaperone Approach for Restoring the Transcriptional Activity of the p53 Cancer Mutant Y220C,PMID_31633398,EXCLUDE
<i>In silico</i> ADME/T modelling for rational drug design,PMID_26328949,EXCLUDE
Autonomous Thermal Vision Robotic System for Victims Recognition in Search and Rescue Missions,PMID_34770654,EXCLUDE
Priming of plant resistance by natural compounds. Hexanoic acid as a model,PMID_25324848,EXCLUDE
Effect of voicing and articulation manner on aerosol particle emission during human speech,PMID_31986165,EXCLUDE
Acetic acid increases the phage-encoded enterotoxin A expression in Staphylococcus aureus,PMID_20487538,EXCLUDE
Recruitment into antibody prevalence studies: a randomized trial of postcards vs. letters as invitations,DOI_87811185c97e,EXCLUDE
Predicting seasonal influenza epidemics using cross-hemisphere influenza surveillance data and local internet query data,PMID_30824756,EXCLUDE
The latency-associated nuclear antigen of Kaposi sarcoma-associated herpesvirus induces B cell hyperplasia and lymphoma,PMID_16498502,EXCLUDE
Prevalence and risk factors of chlamydia infection in Hong Kong: A population-based geospatial household survey and testing,PMID_28225805,EXCLUDE
Reproductive performance in sows in relation to Japanese Encephalitis Virus seropositivity in an endemic area,PMID_22081319,EXCLUDE
The Global Diversity of Parasitic Isopods Associated with Crustacean Hosts (Isopoda: Bopyroidea and Cryptoniscoidea),PMID_22558143,EXCLUDE
The ChEMBL database in 2017,PMID_27899562,EXCLUDE
Multiple Candidate Effectors from the Oomycete Pathogen Hyaloperonospora arabidopsidis Suppress Host Plant Immunity,PMID_22072967,EXCLUDE
A Survey of Sparse Representation: Algorithms and Applications,DOI_21ec082c4668,EXCLUDE
Relationship between sarcopenia and physical activity in older people: a systematic review and meta-analysis,PMID_28553092,EXCLUDE
Influence of different glycoproteins and of the virion core on SERINC5 antiviral activity,DOI_82b9a390990f,EXCLUDE
Dihydrothiazolopyridone Derivatives as a Novel Family of Positive Allosteric Modulators of the Metabotropic Glutamate 5 (mGlu<sub>5</sub>) Receptor,PMID_23947773,EXCLUDE
Tissue-specific gene activation by MyoD: determination of specificity by cis-acting repression elements.,PMID_7958889,EXCLUDE
Inferring generation-interval distributions from contact-tracing data,DOI_c66332ca24d7,EXCLUDE
Effects of retroviral vector design on expression of human adenosine deaminase in murine bone marrow transplant recipients engrafted with genetically modified cells.,PMID_7624312,EXCLUDE
Exploring the Innovative Development of Russian Regions: A Spatial Regression Analysis Using the Cobb-Douglas Model,DOI_58a9df69a925,EXCLUDE
Phase I Hydroxylated Metabolites of the K2 Synthetic Cannabinoid JWH-018 Retain In Vitro and In Vivo Cannabinoid 1 Receptor Affinity and Activity,PMID_21755008,EXCLUDE
Association between syphilis seroprevalence and age among blood donors in Southern China: an observational study from 2014 to 2017,PMID_31678932,EXCLUDE
Evidence for a novel protease governing regulated intramembrane proteolysis and resistance to antimicrobial peptides in <i>Bacillus subtilis</i>,PMID_16816000,EXCLUDE
Antimicrobial Peptides: Versatile Biological Properties,PMID_23935642,EXCLUDE
Mitochondrial Genome Sequence of the Scabies Mite Provides Insight into the Genetic Diversity of Individual Scabies Infections,PMID_26872064,EXCLUDE
Review of Recent Advances in Thiazolidin-4-One Derivatives as Promising Antitubercular Agents (2021–Present),PMID_40430372,EXCLUDE
A school outbreak of pandemic (H1N1) 2009 infection: assessment of secondary household transmission and the protective role of oseltamivir,PMID_20561390,EXCLUDE
"Dental calculus – An emerging bio resource for past SARS CoV2 detection, studying its evolution and relationship with oral microflora",PMID_36987442,EXCLUDE
Self-organization of domain structures by DNA-loop-extruding enzymes,PMID_23074191,EXCLUDE
Superparamagnetic Nanoparticle Clusters for Cancer Theranostics Combining Magnetic Resonance Imaging and Hyperthermia Treatment,PMID_23781284,EXCLUDE
Characterization of potential driver mutations involved in human breast cancer by computational approaches,PMID_28477017,EXCLUDE
Applying Image Fusion and Fuzzy Clustering Algorithms to detect Changes in Synthetic Aperture Radar Images,DOI_48c7a2bc6c6b,EXCLUDE
Concurrent Identification and Characterization of Protein Structure and Continuous Internal Dynamics with REDCRAFT,PMID_35187082,EXCLUDE
Skeletal muscle as potential central link between sarcopenia and immune senescence,PMID_31662290,EXCLUDE
Assimilation of SCATSAR Soil Wetness Index in SURFEX 8.0 toimprove weather forecasts,DOI_918ad4419e8e,EXCLUDE
Structure and Function of Human Matrix Metalloproteinases,PMID_32357580,EXCLUDE
Serological Evidence of Influenza A Viruses in Frugivorous Bats from Africa,PMID_25965069,EXCLUDE
The New International Health Regulations and the Federalism Dilemma,PMID_16354103,EXCLUDE
